,Channel,Counts_neutron,Counts_bkg,Energy
125,125,3268,1204,98.75149237000001
126,126,3567,1253,99.3825952
127,127,3835,1304,100.01369803
128,128,4206,1226,100.64480086
129,129,4450,1262,101.27590369
130,130,4262,1242,101.90700652000001
131,131,4162,1276,102.53810935
132,132,4134,1241,103.16921218
133,133,4142,1157,103.80031501
134,134,4222,1224,104.43141784000001
135,135,4202,1203,105.06252067
136,136,4091,1101,105.6936235
137,137,3571,1160,106.32472633
138,138,3157,1143,106.95582916000001
139,139,2779,1180,107.58693199000001
140,140,2568,1245,108.21803482
141,141,2387,1175,108.84913765
142,142,2260,1139,109.48024048
143,143,2102,1159,110.11134331000001
144,144,2126,1100,110.74244614
145,145,1983,1151,111.37354897
146,146,1995,1139,112.0046518
147,147,1922,1127,112.63575463000001
148,148,1912,1131,113.26685746
149,149,1925,1107,113.89796029
150,150,1861,1154,114.52906312
151,151,1897,1129,115.16016595
152,152,1859,1076,115.79126878000001
153,153,1891,1076,116.42237161
154,154,1936,1105,117.05347444
155,155,1762,999,117.68457727
156,156,1890,1117,118.31568010000001
157,157,1768,1016,118.94678293
158,158,1780,1054,119.57788576
159,159,1759,1045,120.20898859
160,160,1877,1045,120.84009142000001
161,161,1776,1000,121.47119425000001
162,162,1821,994,122.10229708
163,163,1874,995,122.73339991
164,164,1947,986,123.36450274
165,165,1939,988,123.99560557000001
166,166,1970,922,124.6267084
167,167,2170,993,125.25781123
168,168,2210,1039,125.88891406
169,169,2225,974,126.52001689000001
170,170,2319,1008,127.15111972
171,171,2167,969,127.78222255
172,172,2054,943,128.41332538
173,173,1790,900,129.04442821
174,174,1731,916,129.67553104
175,175,1657,938,130.30663386999998
176,176,1547,958,130.9377367
177,177,1513,928,131.56883953
178,178,1559,922,132.19994236
179,179,1437,893,132.83104519
180,180,1553,905,133.46214802
181,181,1433,874,134.09325085
182,182,1432,877,134.72435368
183,183,1403,919,135.35545651
184,184,1396,862,135.98655933999999
185,185,1313,867,136.61766217
186,186,1408,861,137.248765
187,187,1338,852,137.87986783
188,188,1394,842,138.51097066
189,189,1312,826,139.14207349
190,190,1402,818,139.77317632
191,191,1333,856,140.40427915
192,192,1360,803,141.03538197999998
193,193,1299,741,141.66648481
194,194,1425,834,142.29758764
195,195,1363,798,142.92869047
196,196,1197,819,143.5597933
197,197,1316,740,144.19089613
198,198,1283,748,144.82199896
199,199,1365,748,145.45310179
200,200,1329,748,146.08420462
201,201,1236,747,146.71530744999998
202,202,1315,717,147.34641028
203,203,1316,715,147.97751311
204,204,1362,751,148.60861594
205,205,1277,707,149.23971877
206,206,1253,701,149.8708216
207,207,1287,679,150.50192443
208,208,1258,701,151.13302725999998
209,209,1222,700,151.76413008999998
210,210,1211,717,152.39523291999998
211,211,1145,708,153.02633575
212,212,1230,670,153.65743858
213,213,1209,657,154.28854141
214,214,1115,667,154.91964424
215,215,1194,663,155.55074707
216,216,1182,642,156.1818499
217,217,1204,679,156.81295272999998
218,218,1221,644,157.44405555999998
219,219,1168,641,158.07515838999998
220,220,1134,612,158.70626122
221,221,1050,602,159.33736405
222,222,1119,624,159.96846688
223,223,1064,583,160.59956971
224,224,1084,575,161.23067254
225,225,1018,610,161.86177537
226,226,1097,566,162.49287819999998
227,227,1034,555,163.12398102999998
228,228,1101,610,163.75508385999998
229,229,1075,581,164.38618669
230,230,1120,576,165.01728952
231,231,1017,564,165.64839235
232,232,1053,558,166.27949518
233,233,1017,521,166.91059801
234,234,1016,551,167.54170083999998
235,235,1051,517,168.17280366999998
236,236,1082,545,168.80390649999998
237,237,1047,485,169.43500932999999
238,238,1088,485,170.06611216
239,239,1025,493,170.69721499
240,240,1044,484,171.32831782
241,241,1060,454,171.95942065
242,242,974,528,172.59052348
243,243,970,483,173.22162630999998
244,244,942,482,173.85272913999998
245,245,973,471,174.48383196999998
246,246,939,531,175.1149348
247,247,999,482,175.74603763
248,248,982,488,176.37714046
249,249,938,453,177.00824329
250,250,965,433,177.63934612
251,251,901,438,178.27044895
252,252,957,452,178.90155177999998
253,253,949,444,179.53265460999998
254,254,980,453,180.16375743999998
255,255,884,436,180.79486027
256,256,924,420,181.4259631
257,257,880,395,182.05706593
258,258,896,429,182.68816876
259,259,898,421,183.31927159
260,260,894,376,183.95037442
261,261,880,439,184.58147724999998
262,262,914,398,185.21258007999998
263,263,876,458,185.84368290999998
264,264,859,403,186.47478574
265,265,887,392,187.10588857
266,266,883,408,187.7369914
267,267,828,424,188.36809423
268,268,857,380,188.99919706
269,269,848,386,189.63029989
270,270,858,393,190.26140271999998
271,271,783,402,190.89250554999998
272,272,831,373,191.52360837999998
273,273,787,337,192.15471121
274,274,873,365,192.78581404
275,275,779,340,193.41691687
276,276,846,361,194.0480197
277,277,776,316,194.67912253
278,278,856,363,195.31022536
279,279,784,352,195.94132818999998
280,280,773,343,196.57243101999998
281,281,796,320,197.20353384999999
282,282,875,318,197.83463668
283,283,764,301,198.46573951
284,284,793,334,199.09684234
285,285,742,316,199.72794517
286,286,742,323,200.359048
287,287,791,317,200.99015082999998
288,288,747,267,201.62125365999998
289,289,785,316,202.25235648999998
290,290,846,329,202.88345932
291,291,819,316,203.51456215
292,292,776,304,204.14566498
293,293,739,294,204.77676781
294,294,810,315,205.40787064
295,295,781,303,206.03897347
296,296,819,297,206.67007629999998
297,297,909,291,207.30117912999998
298,298,889,272,207.93228195999998
299,299,952,289,208.56338479
300,300,855,272,209.19448762
301,301,840,266,209.82559045
302,302,724,272,210.45669328
303,303,764,247,211.08779611
304,304,685,282,211.71889894
305,305,719,243,212.35000176999998
306,306,647,262,212.98110459999998
307,307,658,237,213.61220742999998
308,308,664,273,214.24331026
309,309,653,247,214.87441309
310,310,613,229,215.50551592
311,311,643,203,216.13661875
312,312,665,242,216.76772158
313,313,606,254,217.39882441
314,314,613,249,218.02992723999998
315,315,640,250,218.66103006999998
316,316,618,226,219.29213289999998
317,317,637,235,219.92323573
318,318,623,230,220.55433856
319,319,588,229,221.18544139
320,320,585,213,221.81654422
321,321,613,210,222.44764705
322,322,620,250,223.07874988
323,323,612,250,223.70985270999998
324,324,521,204,224.34095553999998
325,325,633,239,224.97205836999998
326,326,575,198,225.6031612
327,327,615,201,226.23426403
328,328,539,192,226.86536686
329,329,618,215,227.49646969
330,330,598,226,228.12757252
331,331,617,179,228.75867535
332,332,616,203,229.38977817999998
333,333,567,198,230.02088100999998
334,334,521,217,230.65198383999999
335,335,553,197,231.28308667
336,336,585,175,231.9141895
337,337,560,194,232.54529233
338,338,563,198,233.17639516
339,339,615,192,233.80749799
340,340,519,197,234.43860081999998
341,341,575,187,235.06970364999998
342,342,581,206,235.70080647999998
343,343,574,217,236.33190931
344,344,603,190,236.96301214
345,345,609,252,237.59411497
346,346,599,238,238.2252178
347,347,575,219,238.85632063
348,348,578,231,239.48742346
349,349,532,199,240.11852628999998
350,350,595,212,240.74962911999998
351,351,511,208,241.38073194999998
352,352,538,181,242.01183478
353,353,529,165,242.64293761
354,354,511,171,243.27404044
355,355,515,157,243.90514327
356,356,538,158,244.5362461
357,357,547,166,245.16734893
358,358,526,159,245.79845175999998
359,359,494,150,246.42955458999998
360,360,498,173,247.06065741999998
361,361,481,152,247.69176025
362,362,511,158,248.32286308
363,363,508,171,248.95396591
364,364,499,146,249.58506874
365,365,473,165,250.21617157
366,366,509,154,250.8472744
367,367,525,159,251.47837722999998
368,368,547,149,252.10948005999998
369,369,448,139,252.74058288999998
370,370,533,165,253.37168572
371,371,474,164,254.00278855
372,372,506,175,254.63389138
373,373,472,147,255.26499421
374,374,491,120,255.89609704
375,375,500,126,256.52719987
376,376,467,121,257.1583027
377,377,489,137,257.78940553
378,378,453,151,258.42050836
379,379,442,134,259.05161119
380,380,489,149,259.68271402
381,381,471,114,260.31381685
382,382,459,136,260.94491968
383,383,452,115,261.57602251000003
384,384,444,133,262.20712534
385,385,455,119,262.83822817
386,386,508,120,263.469331
387,387,452,130,264.10043383
388,388,452,123,264.73153666
389,389,472,112,265.36263949
390,390,400,134,265.99374232
391,391,454,116,266.62484515
392,392,425,116,267.25594798000003
393,393,456,126,267.88705081
394,394,468,118,268.51815364
395,395,456,136,269.14925647
396,396,417,123,269.7803593
397,397,427,122,270.41146213
398,398,416,114,271.04256496
399,399,404,168,271.67366779
400,400,405,109,272.30477062
401,401,400,118,272.93587345000003
402,402,436,114,273.56697628
403,403,403,109,274.19807911
404,404,449,109,274.82918194
405,405,436,118,275.46028477
406,406,443,112,276.0913876
407,407,393,132,276.72249043
408,408,456,115,277.35359326
409,409,425,102,277.98469609
410,410,417,103,278.61579892000003
411,411,376,95,279.24690175
412,412,421,101,279.87800458000004
413,413,402,106,280.50910741
414,414,390,95,281.14021024000004
415,415,418,87,281.77131307
416,416,407,88,282.4024159
417,417,414,101,283.03351873
418,418,388,110,283.66462156
419,419,404,96,284.29572439000003
420,420,383,92,284.92682722
421,421,400,103,285.55793005000004
422,422,435,99,286.18903288
423,423,359,101,286.82013571000005
424,424,389,95,287.45123854
425,425,404,107,288.08234137
426,426,380,116,288.7134442
427,427,413,88,289.34454703
428,428,379,99,289.97564986000003
429,429,366,93,290.60675269
430,430,419,92,291.23785552000004
431,431,395,93,291.86895835
432,432,376,121,292.50006118000005
433,433,384,127,293.13116401
434,434,422,137,293.76226684
435,435,417,116,294.39336967
436,436,391,127,295.0244725
437,437,410,113,295.65557533000003
438,438,397,99,296.28667816
439,439,391,106,296.91778099000004
440,440,445,115,297.54888382
441,441,421,93,298.17998665000005
442,442,425,92,298.81108948
443,443,382,102,299.44219231
444,444,391,78,300.07329514
445,445,390,89,300.70439797
446,446,378,102,301.33550080000003
447,447,386,109,301.96660363
448,448,393,94,302.59770646000004
449,449,344,86,303.22880929
450,450,396,76,303.85991212000005
451,451,371,85,304.49101495
452,452,387,84,305.12211778
453,453,400,97,305.75322061
454,454,386,97,306.38432344
455,455,377,86,307.01542627000003
456,456,410,77,307.6465291
457,457,420,85,308.27763193000004
458,458,525,79,308.90873476
459,459,559,67,309.53983759000005
460,460,565,68,310.17094042
461,461,577,62,310.80204325
462,462,564,86,311.43314608000003
463,463,476,77,312.06424891
464,464,428,90,312.69535174000004
465,465,395,79,313.32645457
466,466,361,81,313.95755740000004
467,467,374,72,314.58866023
468,468,350,79,315.21976306
469,469,387,87,315.85086589
470,470,342,81,316.48196872
471,471,345,66,317.11307155000003
472,472,341,76,317.74417438
473,473,331,95,318.37527721000004
474,474,321,71,319.00638004
475,475,350,77,319.63748287000004
476,476,365,91,320.2685857
477,477,346,71,320.89968853
478,478,332,58,321.53079136
479,479,327,55,322.16189419
480,480,359,98,322.79299702000003
481,481,320,69,323.42409985
482,482,310,75,324.05520268000004
483,483,295,80,324.68630551
484,484,319,69,325.31740834000004
485,485,319,66,325.94851117
486,486,283,62,326.579614
487,487,349,70,327.21071683
488,488,353,67,327.84181966
489,489,295,78,328.47292249000003
490,490,348,67,329.10402532
491,491,362,77,329.73512815000004
492,492,406,71,330.36623098
493,493,400,74,330.99733381000004
494,494,384,72,331.62843664
495,495,388,71,332.25953947
496,496,451,61,332.8906423
497,497,455,63,333.52174513
498,498,429,89,334.15284796000003
499,499,401,67,334.78395079
500,500,337,78,335.41505362000004
501,501,316,66,336.04615645
502,502,361,90,336.67725928000004
503,503,341,94,337.30836211
504,504,320,84,337.93946494
505,505,303,74,338.57056777
506,506,313,63,339.2016706
507,507,281,56,339.83277343000003
508,508,279,56,340.46387626
509,509,241,70,341.09497909000004
510,510,252,65,341.72608192
511,511,261,77,342.35718475000004
512,512,281,71,342.98828758
513,513,271,59,343.61939041
514,514,236,59,344.25049324
515,515,238,61,344.88159607
516,516,280,55,345.51269890000003
517,517,266,63,346.14380173
518,518,274,73,346.77490456000004
519,519,277,83,347.40600739
520,520,264,105,348.03711022000005
521,521,288,110,348.66821305
522,522,333,118,349.29931588
523,523,316,114,349.93041871
524,524,313,110,350.56152154
525,525,278,97,351.19262437000003
526,526,310,101,351.8237272
527,527,304,107,352.45483003000004
528,528,282,119,353.08593286
529,529,290,100,353.71703569000005
530,530,313,91,354.34813852
531,531,270,56,354.97924135
532,532,260,71,355.61034418
533,533,236,69,356.24144701
534,534,244,52,356.87254984000003
535,535,204,61,357.50365267
536,536,233,43,358.13475550000004
537,537,242,67,358.76585833
538,538,256,59,359.39696116000005
539,539,243,60,360.02806399
540,540,236,55,360.65916682
541,541,245,53,361.29026965
542,542,244,47,361.92137248
543,543,220,63,362.55247531000003
544,544,252,50,363.18357814
545,545,239,53,363.81468097000004
546,546,294,51,364.4457838
547,547,276,46,365.07688663000005
548,548,283,56,365.70798946
549,549,298,50,366.33909229
550,550,265,60,366.97019512
551,551,273,64,367.60129795
552,552,268,45,368.23240078000003
553,553,261,33,368.86350361
554,554,257,49,369.49460644000004
555,555,270,58,370.12570927
556,556,211,50,370.75681210000005
557,557,240,52,371.38791493
558,558,228,47,372.01901776
559,559,256,57,372.65012059000003
560,560,262,63,373.28122342
561,561,263,45,373.91232625000004
562,562,259,45,374.54342908
563,563,247,54,375.17453191000004
564,564,250,52,375.80563474
565,565,219,45,376.43673757
566,566,237,51,377.0678404
567,567,235,49,377.69894323
568,568,220,47,378.33004606000003
569,569,205,65,378.96114889
570,570,209,40,379.59225172000004
571,571,238,56,380.22335455
572,572,207,44,380.85445738000004
573,573,187,48,381.48556021
574,574,228,49,382.11666304
575,575,192,54,382.74776587
576,576,213,67,383.3788687
577,577,197,31,384.00997153000003
578,578,179,48,384.64107436
579,579,179,47,385.27217719000004
580,580,172,46,385.90328002
581,581,201,48,386.53438285000004
582,582,197,51,387.16548568
583,583,176,41,387.79658851
584,584,219,51,388.42769134
585,585,219,47,389.05879417
586,586,207,37,389.68989700000003
587,587,213,46,390.32099983
588,588,197,43,390.95210266000004
589,589,180,59,391.58320549
590,590,176,33,392.21430832000004
591,591,201,40,392.84541115
592,592,189,41,393.47651398
593,593,189,38,394.10761681
594,594,160,41,394.73871964
595,595,205,47,395.36982247000003
596,596,187,40,396.0009253
597,597,206,39,396.63202813000004
598,598,182,53,397.26313096
599,599,193,33,397.89423379000004
600,600,172,49,398.52533662
601,601,179,59,399.15643945
602,602,164,53,399.78754228
603,603,164,38,400.41864511
604,604,192,41,401.04974794000003
605,605,183,46,401.68085077
606,606,167,56,402.31195360000004
607,607,163,41,402.94305643
608,608,187,44,403.57415926000004
609,609,174,46,404.20526209
610,610,185,44,404.83636492
611,611,195,29,405.46746775
612,612,162,43,406.09857058
613,613,184,39,406.72967341000003
614,614,190,45,407.36077624
615,615,152,41,407.99187907000004
616,616,173,39,408.6229819
617,617,191,49,409.25408473000005
618,618,192,47,409.88518756
619,619,171,45,410.51629039
620,620,195,31,411.14739322
621,621,197,34,411.77849605
622,622,183,48,412.40959888000003
623,623,207,43,413.04070171
624,624,182,34,413.67180454000004
625,625,188,46,414.30290737
626,626,168,45,414.93401020000005
627,627,178,45,415.56511303
628,628,187,56,416.19621586
629,629,170,36,416.82731869
630,630,217,42,417.45842152
631,631,163,40,418.08952435000003
632,632,185,49,418.72062718
633,633,175,43,419.35173001000004
634,634,176,40,419.98283284
635,635,181,45,420.61393567000005
636,636,175,43,421.2450385
637,637,170,29,421.87614133
638,638,145,55,422.50724416
639,639,169,38,423.13834699
640,640,175,43,423.76944982000003
641,641,160,44,424.40055265
642,642,156,45,425.03165548000004
643,643,168,50,425.66275831
644,644,160,36,426.29386114000005
645,645,152,33,426.92496397
646,646,164,55,427.5560668
647,647,157,58,428.18716963
648,648,166,44,428.81827246
649,649,180,37,429.44937529000003
650,650,169,31,430.08047812
651,651,161,38,430.71158095000004
652,652,161,46,431.34268378
653,653,168,39,431.97378661000005
654,654,181,45,432.60488944
655,655,158,39,433.23599227
656,656,157,46,433.86709510000003
657,657,155,42,434.49819793
658,658,169,46,435.12930076000004
659,659,177,32,435.76040359
660,660,164,50,436.39150642000004
661,661,157,43,437.02260925
662,662,178,42,437.65371208000005
663,663,151,38,438.28481491
664,664,179,35,438.91591774
665,665,181,31,439.54702057000003
666,666,150,39,440.1781234
667,667,146,40,440.80922623000004
668,668,172,34,441.44032906
669,669,132,37,442.07143189000004
670,670,165,44,442.70253472
671,671,140,36,443.33363755
672,672,150,33,443.96474038
673,673,162,31,444.59584321
674,674,143,43,445.22694604000003
675,675,167,43,445.85804887
676,676,167,33,446.48915170000004
677,677,140,38,447.12025453
678,678,153,40,447.75135736000004
679,679,155,41,448.38246019
680,680,160,40,449.01356302
681,681,161,39,449.64466585
682,682,167,41,450.27576868
683,683,153,43,450.90687151000003
684,684,154,39,451.53797434
685,685,168,47,452.16907717000004
686,686,173,42,452.80018
687,687,153,32,453.43128283000004
688,688,130,36,454.06238566
689,689,162,38,454.69348849
690,690,163,41,455.32459132
691,691,185,37,455.95569415
692,692,168,36,456.58679698000003
693,693,156,45,457.21789981
694,694,169,51,457.84900264000004
695,695,133,42,458.48010547
696,696,138,34,459.11120830000004
697,697,148,60,459.74231113
698,698,182,50,460.37341396
699,699,167,37,461.00451679
700,700,160,28,461.63561962
701,701,165,49,462.26672245000003
702,702,180,36,462.89782528
703,703,190,37,463.52892811000004
704,704,199,21,464.16003094
705,705,175,31,464.79113377000004
706,706,182,39,465.4222366
707,707,219,32,466.05333943
708,708,261,42,466.68444226
709,709,244,27,467.31554509
710,710,264,44,467.94664792000003
711,711,260,29,468.57775075
712,712,278,29,469.20885358000004
713,713,283,40,469.83995641
714,714,287,31,470.47105924000005
715,715,324,22,471.10216207
716,716,299,39,471.7332649
717,717,287,31,472.36436773
718,718,307,31,472.99547056
719,719,316,29,473.62657339000003
720,720,293,28,474.25767622
721,721,264,29,474.88877905000004
722,722,283,46,475.51988188
723,723,300,26,476.15098471000005
724,724,289,21,476.78208754
725,725,267,30,477.41319037
726,726,251,35,478.0442932
727,727,223,25,478.67539603
728,728,233,34,479.30649886000003
729,729,187,32,479.93760169
730,730,180,34,480.56870452000004
731,731,150,26,481.19980735
732,732,194,31,481.83091018000005
733,733,158,25,482.46201301
734,734,144,28,483.09311584
735,735,145,27,483.72421867
736,736,132,18,484.3553215
737,737,135,34,484.98642433000003
738,738,121,26,485.61752716
739,739,135,27,486.24862999000004
740,740,159,34,486.87973282
741,741,123,34,487.51083565000005
742,742,144,31,488.14193848
743,743,146,28,488.77304131
744,744,156,31,489.40414414
745,745,146,31,490.03524697
746,746,144,34,490.66634980000003
747,747,142,36,491.29745263
748,748,117,23,491.92855546000004
749,749,133,31,492.55965829
750,750,121,31,493.19076112000005
751,751,130,42,493.82186395
752,752,151,29,494.45296678
753,753,132,36,495.08406961000003
754,754,160,27,495.71517244
755,755,124,28,496.34627527000004
756,756,114,23,496.9773781
757,757,138,31,497.60848093000004
758,758,152,28,498.23958376
759,759,148,28,498.87068659000005
760,760,155,31,499.50178942
761,761,161,37,500.13289225
762,762,171,27,500.76399508000003
763,763,152,32,501.39509791
764,764,221,20,502.02620074000004
765,765,231,33,502.65730357
766,766,233,48,503.28840640000004
767,767,294,49,503.91950923
768,768,365,57,504.55061206
769,769,362,52,505.18171489
770,770,389,52,505.81281772
771,771,389,41,506.44392055000003
772,772,328,41,507.07502338
773,773,325,24,507.70612621000004
774,774,227,33,508.33722904
775,775,249,26,508.96833187000004
776,776,206,32,509.5994347
777,777,190,32,510.23053753
778,778,151,27,510.86164036
779,779,154,18,511.49274319
780,780,152,20,512.12384602
781,781,130,27,512.75494885
782,782,132,23,513.38605168
783,783,125,28,514.01715451
784,784,117,29,514.64825734
785,785,114,23,515.27936017
786,786,117,29,515.9104629999999
787,787,123,28,516.54156583
788,788,115,21,517.17266866
789,789,128,24,517.80377149
790,790,114,30,518.43487432
791,791,108,22,519.06597715
792,792,109,25,519.69707998
793,793,101,32,520.32818281
794,794,125,27,520.95928564
795,795,113,22,521.59038847
796,796,128,29,522.2214913
797,797,108,19,522.8525941299999
798,798,111,24,523.48369696
799,799,104,16,524.11479979
800,800,105,30,524.74590262
801,801,108,31,525.37700545
802,802,127,25,526.00810828
803,803,90,27,526.63921111
804,804,108,21,527.2703139399999
805,805,105,36,527.90141677
806,806,102,22,528.5325196
807,807,96,30,529.16362243
808,808,114,30,529.79472526
809,809,116,31,530.42582809
810,810,121,20,531.05693092
811,811,109,27,531.68803375
812,812,118,23,532.31913658
813,813,109,25,532.95023941
814,814,112,30,533.5813422399999
815,815,113,22,534.21244507
816,816,104,28,534.8435479
817,817,128,21,535.47465073
818,818,113,15,536.1057535599999
819,819,109,24,536.73685639
820,820,86,29,537.36795922
821,821,115,16,537.9990620499999
822,822,107,26,538.6301648799999
823,823,99,29,539.26126771
824,824,91,30,539.89237054
825,825,97,29,540.5234733699999
826,826,108,18,541.1545762
827,827,106,29,541.78567903
828,828,107,22,542.41678186
829,829,106,16,543.0478846899999
830,830,94,22,543.67898752
831,831,118,30,544.31009035
832,832,90,32,544.9411931799999
833,833,91,21,545.57229601
834,834,93,23,546.20339884
835,835,103,29,546.83450167
836,836,100,26,547.4656044999999
837,837,94,26,548.09670733
838,838,114,27,548.72781016
839,839,101,30,549.3589129899999
840,840,115,17,549.9900158199999
841,841,92,26,550.62111865
842,842,103,29,551.25222148
843,843,90,24,551.8833243099999
844,844,107,24,552.51442714
845,845,97,18,553.14552997
846,846,108,30,553.7766328
847,847,89,25,554.4077356299999
848,848,97,21,555.03883846
849,849,87,27,555.66994129
850,850,136,22,556.3010441199999
851,851,101,29,556.93214695
852,852,103,27,557.56324978
853,853,92,29,558.19435261
854,854,108,22,558.8254554399999
855,855,90,22,559.45655827
856,856,96,21,560.0876611
857,857,115,22,560.7187639299999
858,858,114,27,561.3498667599999
859,859,100,26,561.98096959
860,860,99,26,562.61207242
861,861,105,32,563.2431752499999
862,862,75,14,563.87427808
863,863,95,17,564.50538091
864,864,103,22,565.13648374
865,865,108,21,565.7675865699999
866,866,97,23,566.3986894
867,867,83,28,567.02979223
868,868,108,26,567.6608950599999
869,869,112,19,568.29199789
870,870,98,29,568.92310072
871,871,96,13,569.55420355
872,872,107,26,570.1853063799999
873,873,118,24,570.81640921
874,874,86,20,571.44751204
875,875,99,27,572.0786148699999
876,876,95,33,572.7097176999999
877,877,110,31,573.34082053
878,878,102,34,573.97192336
879,879,109,29,574.6030261899999
880,880,120,43,575.23412902
881,881,108,59,575.86523185
882,882,105,70,576.49633468
883,883,132,41,577.1274375099999
884,884,101,43,577.75854034
885,885,80,32,578.38964317
886,886,113,24,579.0207459999999
887,887,109,20,579.65184883
888,888,101,23,580.28295166
889,889,107,25,580.91405449
890,890,99,26,581.5451573199999
891,891,115,18,582.17626015
892,892,93,30,582.80736298
893,893,95,13,583.4384658099999
894,894,104,28,584.0695686399999
895,895,112,21,584.70067147
896,896,107,18,585.3317743
897,897,111,25,585.9628771299999
898,898,112,14,586.59397996
899,899,114,16,587.22508279
900,900,91,17,587.85618562
901,901,102,25,588.4872884499999
902,902,137,20,589.11839128
903,903,115,21,589.74949411
904,904,113,17,590.3805969399999
905,905,113,17,591.01169977
906,906,134,27,591.6428026
907,907,102,19,592.27390543
908,908,120,29,592.9050082599999
909,909,116,22,593.53611109
910,910,133,24,594.16721392
911,911,124,21,594.7983167499999
912,912,112,15,595.42941958
913,913,95,17,596.06052241
914,914,127,16,596.69162524
915,915,136,25,597.3227280699999
916,916,102,33,597.9538309
917,917,134,23,598.58493373
918,918,121,35,599.21603656
919,919,106,38,599.8471393899999
920,920,144,52,600.47824222
921,921,159,81,601.10934505
922,922,160,88,601.7404478799999
923,923,151,75,602.37155071
924,924,151,54,603.00265354
925,925,144,48,603.63375637
926,926,152,41,604.2648591999999
927,927,126,31,604.89596203
928,928,129,23,605.52706486
929,929,139,23,606.1581676899999
930,930,123,25,606.78927052
931,931,125,18,607.42037335
932,932,105,14,608.05147618
933,933,115,20,608.6825790099999
934,934,125,22,609.31368184
935,935,118,13,609.94478467
936,936,115,16,610.5758874999999
937,937,119,20,611.2069903299999
938,938,108,19,611.83809316
939,939,114,17,612.46919599
